Index,UNIQUE_SUBJECT_UID,Task,Train,Test,Congruency,Ratio,Validation Accuracy
131,size_equate_3_72,size,Convex Hull,Convex Hull,1,71,1.0
132,size_equate_3_73,size,Convex Hull,Convex Hull,1,71,0.9
133,size_equate_3_74,size,Convex Hull,Convex Hull,1,71,1.0
134,size_equate_3_75,size,Convex Hull,Convex Hull,1,71,1.0
135,size_equate_3_76,size,Convex Hull,Convex Hull,1,71,0.0
136,size_equate_3_77,size,Convex Hull,Convex Hull,1,71,1.0
137,size_equate_3_78,size,Convex Hull,Convex Hull,1,71,0.5
138,size_equate_3_79,size,Convex Hull,Convex Hull,1,71,1.0
139,size_equate_3_80,size,Convex Hull,Convex Hull,1,71,1.0
140,size_equate_3_61,size,Convex Hull,Convex Hull,0,71,1.0
141,size_equate_3_62,size,Convex Hull,Convex Hull,0,71,0.95
142,size_equate_3_63,size,Convex Hull,Convex Hull,0,71,1.0
143,size_equate_3_64,size,Convex Hull,Convex Hull,0,71,0.95
144,size_equate_3_65,size,Convex Hull,Convex Hull,0,71,0.95
145,size_equate_3_66,size,Convex Hull,Convex Hull,0,71,0.95
146,size_equate_3_67,size,Convex Hull,Convex Hull,0,71,0.85
147,size_equate_3_68,size,Convex Hull,Convex Hull,0,71,0.95
148,size_equate_3_69,size,Convex Hull,Convex Hull,0,71,0.95
149,size_equate_3_70,size,Convex Hull,Convex Hull,0,71,0.95
150,size_equate_3_71,size,Convex Hull,Convex Hull,0,71,0.95
151,size_equate_3_72,size,Convex Hull,Convex Hull,0,71,0.15
152,size_equate_3_73,size,Convex Hull,Convex Hull,0,71,0.85
153,size_equate_3_74,size,Convex Hull,Convex Hull,0,71,0.95
154,size_equate_3_75,size,Convex Hull,Convex Hull,0,71,0.85
155,size_equate_3_76,size,Convex Hull,Convex Hull,0,71,1.0
156,size_equate_3_77,size,Convex Hull,Convex Hull,0,71,1.0
157,size_equate_3_78,size,Convex Hull,Convex Hull,0,71,0.7
158,size_equate_3_79,size,Convex Hull,Convex Hull,0,71,0.95
159,size_equate_3_80,size,Convex Hull,Convex Hull,0,71,0.95
160,size_equate_3_61,size,Convex Hull,Convex Hull,1,75,0.85
161,size_equate_3_62,size,Convex Hull,Convex Hull,1,75,0.95
162,size_equate_3_63,size,Convex Hull,Convex Hull,1,75,0.95
163,size_equate_3_64,size,Convex Hull,Convex Hull,1,75,0.95
164,size_equate_3_65,size,Convex Hull,Convex Hull,1,75,0.85
165,size_equate_3_66,size,Convex Hull,Convex Hull,1,75,0.95
166,size_equate_3_67,size,Convex Hull,Convex Hull,1,75,0.9
167,size_equate_3_68,size,Convex Hull,Convex Hull,1,75,0.95
168,size_equate_3_69,size,Convex Hull,Convex Hull,1,75,0.95
169,size_equate_3_70,size,Convex Hull,Convex Hull,1,75,0.95
170,size_equate_3_71,size,Convex Hull,Convex Hull,1,75,0.95
171,size_equate_3_72,size,Convex Hull,Convex Hull,1,75,1.0
172,size_equate_3_73,size,Convex Hull,Convex Hull,1,75,0.95
173,size_equate_3_74,size,Convex Hull,Convex Hull,1,75,0.95
174,size_equate_3_75,size,Convex Hull,Convex Hull,1,75,0.95
175,size_equate_3_76,size,Convex Hull,Convex Hull,1,75,0.0
176,size_equate_3_77,size,Convex Hull,Convex Hull,1,75,0.95
177,size_equate_3_78,size,Convex Hull,Convex Hull,1,75,0.25
178,size_equate_3_79,size,Convex Hull,Convex Hull,1,75,1.0
179,size_equate_3_80,size,Convex Hull,Convex Hull,1,75,0.95
180,size_equate_3_61,size,Convex Hull,Convex Hull,0,75,1.0
181,size_equate_3_62,size,Convex Hull,Convex Hull,0,75,1.0
182,size_equate_3_63,size,Convex Hull,Convex Hull,0,75,1.0
183,size_equate_3_64,size,Convex Hull,Convex Hull,0,75,1.0
184,size_equate_3_65,size,Convex Hull,Convex Hull,0,75,1.0
185,size_equate_3_66,size,Convex Hull,Convex Hull,0,75,1.0
186,size_equate_3_67,size,Convex Hull,Convex Hull,0,75,0.95
187,size_equate_3_68,size,Convex Hull,Convex Hull,0,75,1.0
188,size_equate_3_69,size,Convex Hull,Convex Hull,0,75,0.95
189,size_equate_3_70,size,Convex Hull,Convex Hull,0,75,1.0
190,size_equate_3_71,size,Convex Hull,Convex Hull,0,75,1.0
191,size_equate_3_72,size,Convex Hull,Convex Hull,0,75,0.25
192,size_equate_3_73,size,Convex Hull,Convex Hull,0,75,0.95
193,size_equate_3_74,size,Convex Hull,Convex Hull,0,75,0.9
194,size_equate_3_75,size,Convex Hull,Convex Hull,0,75,0.95
195,size_equate_3_76,size,Convex Hull,Convex Hull,0,75,1.0
196,size_equate_3_77,size,Convex Hull,Convex Hull,0,75,1.0
197,size_equate_3_78,size,Convex Hull,Convex Hull,0,75,0.6
198,size_equate_3_79,size,Convex Hull,Convex Hull,0,75,1.0
199,size_equate_3_80,size,Convex Hull,Convex Hull,0,75,0.95
200,size_equate_3_61,size,Convex Hull,Convex Hull,1,86,0.7
201,size_equate_3_62,size,Convex Hull,Convex Hull,1,86,0.85
202,size_equate_3_63,size,Convex Hull,Convex Hull,1,86,0.85
203,size_equate_3_64,size,Convex Hull,Convex Hull,1,86,0.8
204,size_equate_3_65,size,Convex Hull,Convex Hull,1,86,0.85
205,size_equate_3_66,size,Convex Hull,Convex Hull,1,86,0.9
206,size_equate_3_67,size,Convex Hull,Convex Hull,1,86,0.85
207,size_equate_3_68,size,Convex Hull,Convex Hull,1,86,0.8
208,size_equate_3_69,size,Convex Hull,Convex Hull,1,86,0.85
209,size_equate_3_70,size,Convex Hull,Convex Hull,1,86,0.9
210,size_equate_3_71,size,Convex Hull,Convex Hull,1,86,0.9
211,size_equate_3_72,size,Convex Hull,Convex Hull,1,86,1.0
212,size_equate_3_73,size,Convex Hull,Convex Hull,1,86,0.8
213,size_equate_3_74,size,Convex Hull,Convex Hull,1,86,0.8
214,size_equate_3_75,size,Convex Hull,Convex Hull,1,86,0.9
215,size_equate_3_76,size,Convex Hull,Convex Hull,1,86,0.0
216,size_equate_3_77,size,Convex Hull,Convex Hull,1,86,0.85
217,size_equate_3_78,size,Convex Hull,Convex Hull,1,86,0.6
218,size_equate_3_79,size,Convex Hull,Convex Hull,1,86,0.9
219,size_equate_3_80,size,Convex Hull,Convex Hull,1,86,0.9
220,size_equate_3_61,size,Convex Hull,Convex Hull,0,86,1.0
221,size_equate_3_62,size,Convex Hull,Convex Hull,0,86,0.9
222,size_equate_3_63,size,Convex Hull,Convex Hull,0,86,0.95
223,size_equate_3_64,size,Convex Hull,Convex Hull,0,86,1.0
224,size_equate_3_65,size,Convex Hull,Convex Hull,0,86,0.95
225,size_equate_3_66,size,Convex Hull,Convex Hull,0,86,1.0
226,size_equate_3_67,size,Convex Hull,Convex Hull,0,86,0.85
227,size_equate_3_68,size,Convex Hull,Convex Hull,0,86,1.0
228,size_equate_3_69,size,Convex Hull,Convex Hull,0,86,1.0
229,size_equate_3_70,size,Convex Hull,Convex Hull,0,86,1.0
230,size_equate_3_71,size,Convex Hull,Convex Hull,0,86,1.0
231,size_equate_3_72,size,Convex Hull,Convex Hull,0,86,0.2
232,size_equate_3_73,size,Convex Hull,Convex Hull,0,86,0.85
233,size_equate_3_74,size,Convex Hull,Convex Hull,0,86,0.95
234,size_equate_3_75,size,Convex Hull,Convex Hull,0,86,0.8
235,size_equate_3_76,size,Convex Hull,Convex Hull,0,86,1.0
236,size_equate_3_77,size,Convex Hull,Convex Hull,0,86,1.0
237,size_equate_3_78,size,Convex Hull,Convex Hull,0,86,0.5
238,size_equate_3_79,size,Convex Hull,Convex Hull,0,86,1.0
239,size_equate_3_80,size,Convex Hull,Convex Hull,0,86,0.95
0,size_equate_3_61,size,Convex Hull,Total Surface Area,1,50,1.0
1,size_equate_3_62,size,Convex Hull,Total Surface Area,1,50,1.0
2,size_equate_3_63,size,Convex Hull,Total Surface Area,1,50,1.0
3,size_equate_3_64,size,Convex Hull,Total Surface Area,1,50,1.0
4,size_equate_3_65,size,Convex Hull,Total Surface Area,1,50,1.0
5,size_equate_3_66,size,Convex Hull,Total Surface Area,1,50,1.0
6,size_equate_3_67,size,Convex Hull,Total Surface Area,1,50,0.95
7,size_equate_3_68,size,Convex Hull,Total Surface Area,1,50,1.0
8,size_equate_3_69,size,Convex Hull,Total Surface Area,1,50,1.0
9,size_equate_3_70,size,Convex Hull,Total Surface Area,1,50,1.0
10,size_equate_3_71,size,Convex Hull,Total Surface Area,1,50,1.0
11,size_equate_3_72,size,Convex Hull,Total Surface Area,1,50,0.55
12,size_equate_3_73,size,Convex Hull,Total Surface Area,1,50,1.0
13,size_equate_3_74,size,Convex Hull,Total Surface Area,1,50,1.0
14,size_equate_3_75,size,Convex Hull,Total Surface Area,1,50,1.0
15,size_equate_3_76,size,Convex Hull,Total Surface Area,1,50,0.55
16,size_equate_3_77,size,Convex Hull,Total Surface Area,1,50,1.0
17,size_equate_3_78,size,Convex Hull,Total Surface Area,1,50,0.4
18,size_equate_3_79,size,Convex Hull,Total Surface Area,1,50,1.0
19,size_equate_3_80,size,Convex Hull,Total Surface Area,1,50,1.0
20,size_equate_3_61,size,Convex Hull,Total Surface Area,0,50,0.85
21,size_equate_3_62,size,Convex Hull,Total Surface Area,0,50,0.85
22,size_equate_3_63,size,Convex Hull,Total Surface Area,0,50,0.85
23,size_equate_3_64,size,Convex Hull,Total Surface Area,0,50,0.8
24,size_equate_3_65,size,Convex Hull,Total Surface Area,0,50,0.7
25,size_equate_3_66,size,Convex Hull,Total Surface Area,0,50,0.85
26,size_equate_3_67,size,Convex Hull,Total Surface Area,0,50,0.65
27,size_equate_3_68,size,Convex Hull,Total Surface Area,0,50,0.75
28,size_equate_3_69,size,Convex Hull,Total Surface Area,0,50,0.85
29,size_equate_3_70,size,Convex Hull,Total Surface Area,0,50,0.9
30,size_equate_3_71,size,Convex Hull,Total Surface Area,0,50,0.9
31,size_equate_3_72,size,Convex Hull,Total Surface Area,0,50,0.3
32,size_equate_3_73,size,Convex Hull,Total Surface Area,0,50,0.5
33,size_equate_3_74,size,Convex Hull,Total Surface Area,0,50,0.75
34,size_equate_3_75,size,Convex Hull,Total Surface Area,0,50,0.8
35,size_equate_3_76,size,Convex Hull,Total Surface Area,0,50,0.7
36,size_equate_3_77,size,Convex Hull,Total Surface Area,0,50,0.9
37,size_equate_3_78,size,Convex Hull,Total Surface Area,0,50,0.5
38,size_equate_3_79,size,Convex Hull,Total Surface Area,0,50,0.9
39,size_equate_3_80,size,Convex Hull,Total Surface Area,0,50,0.7
40,size_equate_3_61,size,Convex Hull,Total Surface Area,1,56,1.0
41,size_equate_3_62,size,Convex Hull,Total Surface Area,1,56,1.0
42,size_equate_3_63,size,Convex Hull,Total Surface Area,1,56,1.0
43,size_equate_3_64,size,Convex Hull,Total Surface Area,1,56,1.0
44,size_equate_3_65,size,Convex Hull,Total Surface Area,1,56,0.95
45,size_equate_3_66,size,Convex Hull,Total Surface Area,1,56,1.0
46,size_equate_3_67,size,Convex Hull,Total Surface Area,1,56,1.0
47,size_equate_3_68,size,Convex Hull,Total Surface Area,1,56,1.0
48,size_equate_3_69,size,Convex Hull,Total Surface Area,1,56,1.0
49,size_equate_3_70,size,Convex Hull,Total Surface Area,1,56,1.0
50,size_equate_3_71,size,Convex Hull,Total Surface Area,1,56,1.0
51,size_equate_3_72,size,Convex Hull,Total Surface Area,1,56,0.65
52,size_equate_3_73,size,Convex Hull,Total Surface Area,1,56,1.0
53,size_equate_3_74,size,Convex Hull,Total Surface Area,1,56,1.0
54,size_equate_3_75,size,Convex Hull,Total Surface Area,1,56,1.0
55,size_equate_3_76,size,Convex Hull,Total Surface Area,1,56,0.4
56,size_equate_3_77,size,Convex Hull,Total Surface Area,1,56,1.0
57,size_equate_3_78,size,Convex Hull,Total Surface Area,1,56,0.7
58,size_equate_3_79,size,Convex Hull,Total Surface Area,1,56,1.0
59,size_equate_3_80,size,Convex Hull,Total Surface Area,1,56,1.0
60,size_equate_3_61,size,Convex Hull,Total Surface Area,0,56,0.6
61,size_equate_3_62,size,Convex Hull,Total Surface Area,0,56,0.9
62,size_equate_3_63,size,Convex Hull,Total Surface Area,0,56,0.9
63,size_equate_3_64,size,Convex Hull,Total Surface Area,0,56,0.9
64,size_equate_3_65,size,Convex Hull,Total Surface Area,0,56,0.65
65,size_equate_3_66,size,Convex Hull,Total Surface Area,0,56,0.95
66,size_equate_3_67,size,Convex Hull,Total Surface Area,0,56,0.75
67,size_equate_3_68,size,Convex Hull,Total Surface Area,0,56,0.8
68,size_equate_3_69,size,Convex Hull,Total Surface Area,0,56,0.8
69,size_equate_3_70,size,Convex Hull,Total Surface Area,0,56,0.9
70,size_equate_3_71,size,Convex Hull,Total Surface Area,0,56,1.0
71,size_equate_3_72,size,Convex Hull,Total Surface Area,0,56,0.75
72,size_equate_3_73,size,Convex Hull,Total Surface Area,0,56,0.8
73,size_equate_3_74,size,Convex Hull,Total Surface Area,0,56,0.95
74,size_equate_3_75,size,Convex Hull,Total Surface Area,0,56,0.65
75,size_equate_3_76,size,Convex Hull,Total Surface Area,0,56,0.25
76,size_equate_3_77,size,Convex Hull,Total Surface Area,0,56,0.65
77,size_equate_3_78,size,Convex Hull,Total Surface Area,0,56,0.65
78,size_equate_3_79,size,Convex Hull,Total Surface Area,0,56,0.95
79,size_equate_3_80,size,Convex Hull,Total Surface Area,0,56,0.85
80,size_equate_3_61,size,Convex Hull,Total Surface Area,1,63,0.9
81,size_equate_3_62,size,Convex Hull,Total Surface Area,1,63,0.95
82,size_equate_3_63,size,Convex Hull,Total Surface Area,1,63,1.0
83,size_equate_3_64,size,Convex Hull,Total Surface Area,1,63,0.9
84,size_equate_3_65,size,Convex Hull,Total Surface Area,1,63,0.95
85,size_equate_3_66,size,Convex Hull,Total Surface Area,1,63,1.0
86,size_equate_3_67,size,Convex Hull,Total Surface Area,1,63,0.7
87,size_equate_3_68,size,Convex Hull,Total Surface Area,1,63,0.95
88,size_equate_3_69,size,Convex Hull,Total Surface Area,1,63,0.9
89,size_equate_3_70,size,Convex Hull,Total Surface Area,1,63,1.0
90,size_equate_3_71,size,Convex Hull,Total Surface Area,1,63,1.0
91,size_equate_3_72,size,Convex Hull,Total Surface Area,1,63,0.55
92,size_equate_3_73,size,Convex Hull,Total Surface Area,1,63,0.85
93,size_equate_3_74,size,Convex Hull,Total Surface Area,1,63,0.95
94,size_equate_3_75,size,Convex Hull,Total Surface Area,1,63,0.9
95,size_equate_3_76,size,Convex Hull,Total Surface Area,1,63,0.45
96,size_equate_3_77,size,Convex Hull,Total Surface Area,1,63,0.95
97,size_equate_3_78,size,Convex Hull,Total Surface Area,1,63,0.6
98,size_equate_3_79,size,Convex Hull,Total Surface Area,1,63,1.0
99,size_equate_3_80,size,Convex Hull,Total Surface Area,1,63,0.95
100,size_equate_3_61,size,Convex Hull,Total Surface Area,0,63,0.65
101,size_equate_3_62,size,Convex Hull,Total Surface Area,0,63,0.9
102,size_equate_3_63,size,Convex Hull,Total Surface Area,0,63,0.95
103,size_equate_3_64,size,Convex Hull,Total Surface Area,0,63,0.9
104,size_equate_3_65,size,Convex Hull,Total Surface Area,0,63,0.75
105,size_equate_3_66,size,Convex Hull,Total Surface Area,0,63,0.95
106,size_equate_3_67,size,Convex Hull,Total Surface Area,0,63,0.95
107,size_equate_3_68,size,Convex Hull,Total Surface Area,0,63,0.85
108,size_equate_3_69,size,Convex Hull,Total Surface Area,0,63,0.8
109,size_equate_3_70,size,Convex Hull,Total Surface Area,0,63,0.9
110,size_equate_3_71,size,Convex Hull,Total Surface Area,0,63,0.9
111,size_equate_3_72,size,Convex Hull,Total Surface Area,0,63,0.45
112,size_equate_3_73,size,Convex Hull,Total Surface Area,0,63,0.75
113,size_equate_3_74,size,Convex Hull,Total Surface Area,0,63,0.9
114,size_equate_3_75,size,Convex Hull,Total Surface Area,0,63,0.85
115,size_equate_3_76,size,Convex Hull,Total Surface Area,0,63,0.55
116,size_equate_3_77,size,Convex Hull,Total Surface Area,0,63,0.75
117,size_equate_3_78,size,Convex Hull,Total Surface Area,0,63,0.4
118,size_equate_3_79,size,Convex Hull,Total Surface Area,0,63,0.9
119,size_equate_3_80,size,Convex Hull,Total Surface Area,0,63,0.95
120,size_equate_3_61,size,Convex Hull,Total Surface Area,1,71,0.9
121,size_equate_3_62,size,Convex Hull,Total Surface Area,1,71,0.9
122,size_equate_3_63,size,Convex Hull,Total Surface Area,1,71,0.95
123,size_equate_3_64,size,Convex Hull,Total Surface Area,1,71,0.95
124,size_equate_3_65,size,Convex Hull,Total Surface Area,1,71,0.85
125,size_equate_3_66,size,Convex Hull,Total Surface Area,1,71,0.95
126,size_equate_3_67,size,Convex Hull,Total Surface Area,1,71,0.7
127,size_equate_3_68,size,Convex Hull,Total Surface Area,1,71,0.9
128,size_equate_3_69,size,Convex Hull,Total Surface Area,1,71,0.95
129,size_equate_3_70,size,Convex Hull,Total Surface Area,1,71,0.9
130,size_equate_3_71,size,Convex Hull,Total Surface Area,1,71,0.95
131,size_equate_3_72,size,Convex Hull,Total Surface Area,1,71,0.5
132,size_equate_3_73,size,Convex Hull,Total Surface Area,1,71,0.9
133,size_equate_3_74,size,Convex Hull,Total Surface Area,1,71,0.85
134,size_equate_3_75,size,Convex Hull,Total Surface Area,1,71,0.85
135,size_equate_3_76,size,Convex Hull,Total Surface Area,1,71,0.55
136,size_equate_3_77,size,Convex Hull,Total Surface Area,1,71,1.0
137,size_equate_3_78,size,Convex Hull,Total Surface Area,1,71,0.5
138,size_equate_3_79,size,Convex Hull,Total Surface Area,1,71,0.9
139,size_equate_3_80,size,Convex Hull,Total Surface Area,1,71,0.85
140,size_equate_3_61,size,Convex Hull,Total Surface Area,0,71,0.45
141,size_equate_3_62,size,Convex Hull,Total Surface Area,0,71,0.45
142,size_equate_3_63,size,Convex Hull,Total Surface Area,0,71,0.5
143,size_equate_3_64,size,Convex Hull,Total Surface Area,0,71,0.5
144,size_equate_3_65,size,Convex Hull,Total Surface Area,0,71,0.45
145,size_equate_3_66,size,Convex Hull,Total Surface Area,0,71,0.45
146,size_equate_3_67,size,Convex Hull,Total Surface Area,0,71,0.3
147,size_equate_3_68,size,Convex Hull,Total Surface Area,0,71,0.4
148,size_equate_3_69,size,Convex Hull,Total Surface Area,0,71,0.55
149,size_equate_3_70,size,Convex Hull,Total Surface Area,0,71,0.5
150,size_equate_3_71,size,Convex Hull,Total Surface Area,0,71,0.6
151,size_equate_3_72,size,Convex Hull,Total Surface Area,0,71,0.65
152,size_equate_3_73,size,Convex Hull,Total Surface Area,0,71,0.55
153,size_equate_3_74,size,Convex Hull,Total Surface Area,0,71,0.6
154,size_equate_3_75,size,Convex Hull,Total Surface Area,0,71,0.45
155,size_equate_3_76,size,Convex Hull,Total Surface Area,0,71,0.35
156,size_equate_3_77,size,Convex Hull,Total Surface Area,0,71,0.45
157,size_equate_3_78,size,Convex Hull,Total Surface Area,0,71,0.45
158,size_equate_3_79,size,Convex Hull,Total Surface Area,0,71,0.75
159,size_equate_3_80,size,Convex Hull,Total Surface Area,0,71,0.5
160,size_equate_3_61,size,Convex Hull,Total Surface Area,1,75,0.75
161,size_equate_3_62,size,Convex Hull,Total Surface Area,1,75,1.0
162,size_equate_3_63,size,Convex Hull,Total Surface Area,1,75,1.0
163,size_equate_3_64,size,Convex Hull,Total Surface Area,1,75,1.0
164,size_equate_3_65,size,Convex Hull,Total Surface Area,1,75,0.85
165,size_equate_3_66,size,Convex Hull,Total Surface Area,1,75,1.0
166,size_equate_3_67,size,Convex Hull,Total Surface Area,1,75,0.65
167,size_equate_3_68,size,Convex Hull,Total Surface Area,1,75,1.0
168,size_equate_3_69,size,Convex Hull,Total Surface Area,1,75,1.0
169,size_equate_3_70,size,Convex Hull,Total Surface Area,1,75,1.0
170,size_equate_3_71,size,Convex Hull,Total Surface Area,1,75,1.0
171,size_equate_3_72,size,Convex Hull,Total Surface Area,1,75,0.4
172,size_equate_3_73,size,Convex Hull,Total Surface Area,1,75,0.9
173,size_equate_3_74,size,Convex Hull,Total Surface Area,1,75,0.95
174,size_equate_3_75,size,Convex Hull,Total Surface Area,1,75,0.95
175,size_equate_3_76,size,Convex Hull,Total Surface Area,1,75,0.6
176,size_equate_3_77,size,Convex Hull,Total Surface Area,1,75,0.95
177,size_equate_3_78,size,Convex Hull,Total Surface Area,1,75,0.7
178,size_equate_3_79,size,Convex Hull,Total Surface Area,1,75,1.0
179,size_equate_3_80,size,Convex Hull,Total Surface Area,1,75,1.0
180,size_equate_3_61,size,Convex Hull,Total Surface Area,0,75,0.7
181,size_equate_3_62,size,Convex Hull,Total Surface Area,0,75,0.7
182,size_equate_3_63,size,Convex Hull,Total Surface Area,0,75,0.7
183,size_equate_3_64,size,Convex Hull,Total Surface Area,0,75,0.75
184,size_equate_3_65,size,Convex Hull,Total Surface Area,0,75,0.75
185,size_equate_3_66,size,Convex Hull,Total Surface Area,0,75,0.8
186,size_equate_3_67,size,Convex Hull,Total Surface Area,0,75,0.8
187,size_equate_3_68,size,Convex Hull,Total Surface Area,0,75,0.8
188,size_equate_3_69,size,Convex Hull,Total Surface Area,0,75,0.7
189,size_equate_3_70,size,Convex Hull,Total Surface Area,0,75,0.8
190,size_equate_3_71,size,Convex Hull,Total Surface Area,0,75,0.9
191,size_equate_3_72,size,Convex Hull,Total Surface Area,0,75,0.65
192,size_equate_3_73,size,Convex Hull,Total Surface Area,0,75,0.7
193,size_equate_3_74,size,Convex Hull,Total Surface Area,0,75,0.75
194,size_equate_3_75,size,Convex Hull,Total Surface Area,0,75,0.7
195,size_equate_3_76,size,Convex Hull,Total Surface Area,0,75,0.35
196,size_equate_3_77,size,Convex Hull,Total Surface Area,0,75,0.7
197,size_equate_3_78,size,Convex Hull,Total Surface Area,0,75,0.4
198,size_equate_3_79,size,Convex Hull,Total Surface Area,0,75,0.85
199,size_equate_3_80,size,Convex Hull,Total Surface Area,0,75,0.8
200,size_equate_3_61,size,Convex Hull,Total Surface Area,1,86,0.7
201,size_equate_3_62,size,Convex Hull,Total Surface Area,1,86,0.65
202,size_equate_3_63,size,Convex Hull,Total Surface Area,1,86,0.6
203,size_equate_3_64,size,Convex Hull,Total Surface Area,1,86,0.7
204,size_equate_3_65,size,Convex Hull,Total Surface Area,1,86,0.4
205,size_equate_3_66,size,Convex Hull,Total Surface Area,1,86,0.65
206,size_equate_3_67,size,Convex Hull,Total Surface Area,1,86,0.4
207,size_equate_3_68,size,Convex Hull,Total Surface Area,1,86,0.7
208,size_equate_3_69,size,Convex Hull,Total Surface Area,1,86,0.7
209,size_equate_3_70,size,Convex Hull,Total Surface Area,1,86,0.6
210,size_equate_3_71,size,Convex Hull,Total Surface Area,1,86,0.7
211,size_equate_3_72,size,Convex Hull,Total Surface Area,1,86,0.4
212,size_equate_3_73,size,Convex Hull,Total Surface Area,1,86,0.65
213,size_equate_3_74,size,Convex Hull,Total Surface Area,1,86,0.7
214,size_equate_3_75,size,Convex Hull,Total Surface Area,1,86,0.65
215,size_equate_3_76,size,Convex Hull,Total Surface Area,1,86,0.6
216,size_equate_3_77,size,Convex Hull,Total Surface Area,1,86,0.8
217,size_equate_3_78,size,Convex Hull,Total Surface Area,1,86,0.5
218,size_equate_3_79,size,Convex Hull,Total Surface Area,1,86,0.75
219,size_equate_3_80,size,Convex Hull,Total Surface Area,1,86,0.6
220,size_equate_3_61,size,Convex Hull,Total Surface Area,0,86,0.65
221,size_equate_3_62,size,Convex Hull,Total Surface Area,0,86,0.75
222,size_equate_3_63,size,Convex Hull,Total Surface Area,0,86,0.85
223,size_equate_3_64,size,Convex Hull,Total Surface Area,0,86,0.9
224,size_equate_3_65,size,Convex Hull,Total Surface Area,0,86,0.7
225,size_equate_3_66,size,Convex Hull,Total Surface Area,0,86,0.75
226,size_equate_3_67,size,Convex Hull,Total Surface Area,0,86,0.55
227,size_equate_3_68,size,Convex Hull,Total Surface Area,0,86,0.75
228,size_equate_3_69,size,Convex Hull,Total Surface Area,0,86,0.75
229,size_equate_3_70,size,Convex Hull,Total Surface Area,0,86,0.85
230,size_equate_3_71,size,Convex Hull,Total Surface Area,0,86,0.95
231,size_equate_3_72,size,Convex Hull,Total Surface Area,0,86,0.6
232,size_equate_3_73,size,Convex Hull,Total Surface Area,0,86,0.75
233,size_equate_3_74,size,Convex Hull,Total Surface Area,0,86,0.7
234,size_equate_3_75,size,Convex Hull,Total Surface Area,0,86,0.6
235,size_equate_3_76,size,Convex Hull,Total Surface Area,0,86,0.4
236,size_equate_3_77,size,Convex Hull,Total Surface Area,0,86,0.85
237,size_equate_3_78,size,Convex Hull,Total Surface Area,0,86,0.4
238,size_equate_3_79,size,Convex Hull,Total Surface Area,0,86,0.85
239,size_equate_3_80,size,Convex Hull,Total Surface Area,0,86,0.7
0,size_equate_3_61,size,Convex Hull,Average Diameter,1,50,1.0
1,size_equate_3_62,size,Convex Hull,Average Diameter,1,50,1.0
2,size_equate_3_63,size,Convex Hull,Average Diameter,1,50,1.0
3,size_equate_3_64,size,Convex Hull,Average Diameter,1,50,1.0
4,size_equate_3_65,size,Convex Hull,Average Diameter,1,50,1.0
5,size_equate_3_66,size,Convex Hull,Average Diameter,1,50,1.0
6,size_equate_3_67,size,Convex Hull,Average Diameter,1,50,0.95
7,size_equate_3_68,size,Convex Hull,Average Diameter,1,50,1.0
8,size_equate_3_69,size,Convex Hull,Average Diameter,1,50,1.0
9,size_equate_3_70,size,Convex Hull,Average Diameter,1,50,1.0
10,size_equate_3_71,size,Convex Hull,Average Diameter,1,50,1.0
11,size_equate_3_72,size,Convex Hull,Average Diameter,1,50,0.75
12,size_equate_3_73,size,Convex Hull,Average Diameter,1,50,1.0
13,size_equate_3_74,size,Convex Hull,Average Diameter,1,50,1.0
14,size_equate_3_75,size,Convex Hull,Average Diameter,1,50,1.0
15,size_equate_3_76,size,Convex Hull,Average Diameter,1,50,1.0
16,size_equate_3_77,size,Convex Hull,Average Diameter,1,50,1.0
17,size_equate_3_78,size,Convex Hull,Average Diameter,1,50,0.7
18,size_equate_3_79,size,Convex Hull,Average Diameter,1,50,1.0
19,size_equate_3_80,size,Convex Hull,Average Diameter,1,50,1.0
20,size_equate_3_61,size,Convex Hull,Average Diameter,0,50,0.45
21,size_equate_3_62,size,Convex Hull,Average Diameter,0,50,0.95
22,size_equate_3_63,size,Convex Hull,Average Diameter,0,50,0.9
23,size_equate_3_64,size,Convex Hull,Average Diameter,0,50,0.95
24,size_equate_3_65,size,Convex Hull,Average Diameter,0,50,0.8
25,size_equate_3_66,size,Convex Hull,Average Diameter,0,50,0.95
26,size_equate_3_67,size,Convex Hull,Average Diameter,0,50,0.75
27,size_equate_3_68,size,Convex Hull,Average Diameter,0,50,0.85
28,size_equate_3_69,size,Convex Hull,Average Diameter,0,50,0.9
29,size_equate_3_70,size,Convex Hull,Average Diameter,0,50,0.9
30,size_equate_3_71,size,Convex Hull,Average Diameter,0,50,0.95
31,size_equate_3_72,size,Convex Hull,Average Diameter,0,50,1.0
32,size_equate_3_73,size,Convex Hull,Average Diameter,0,50,0.9
33,size_equate_3_74,size,Convex Hull,Average Diameter,0,50,0.95
34,size_equate_3_75,size,Convex Hull,Average Diameter,0,50,0.85
35,size_equate_3_76,size,Convex Hull,Average Diameter,0,50,0.0
36,size_equate_3_77,size,Convex Hull,Average Diameter,0,50,0.75
37,size_equate_3_78,size,Convex Hull,Average Diameter,0,50,0.55
38,size_equate_3_79,size,Convex Hull,Average Diameter,0,50,1.0
39,size_equate_3_80,size,Convex Hull,Average Diameter,0,50,1.0
40,size_equate_3_61,size,Convex Hull,Average Diameter,1,56,1.0
41,size_equate_3_62,size,Convex Hull,Average Diameter,1,56,1.0
