,UNIQUE_SUBJECT_UID,Task,Generations,Train,Test,Congruity,Ratio,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Layers,Neurons,Activation,Optimizer
179,size_equate_1_140,size,7,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.3772,0.3772,4,"[64, 64, 64, 32]",elu,adam
180,size_equate_1_121,size,7,AD-controlled,AD-controlled,Incongruent,75,0.65,0.65,0.6904,0.6904,4,"[128, 16, 16, 128]",elu,adam
181,size_equate_1_122,size,7,AD-controlled,AD-controlled,Incongruent,75,0.5,0.5,0.705,0.705,4,"[16, 16, 64, 32]",relu,adagrad
182,size_equate_1_123,size,7,AD-controlled,AD-controlled,Incongruent,75,0.65,0.65,0.7402,0.7402,4,"[16, 16, 64, 128]",relu,adam
183,size_equate_1_124,size,7,AD-controlled,AD-controlled,Incongruent,75,0.45,0.45,0.6919,0.6919,4,"[64, 16, 128, 16]",elu,adam
184,size_equate_1_125,size,7,AD-controlled,AD-controlled,Incongruent,75,0.55,0.55,0.6704,0.6704,4,"[32, 16, 16, 32]",elu,nadam
185,size_equate_1_126,size,7,AD-controlled,AD-controlled,Incongruent,75,0.65,0.65,0.5916,0.5916,4,"[64, 16, 64, 64]",elu,adam
186,size_equate_1_127,size,7,AD-controlled,AD-controlled,Incongruent,75,0.8,0.8,0.6411,0.6411,4,"[64, 16, 64, 16]",elu,adam
187,size_equate_1_128,size,7,AD-controlled,AD-controlled,Incongruent,75,0.65,0.65,,,4,"[64, 16, 64, 32]",elu,sgd
188,size_equate_1_129,size,7,AD-controlled,AD-controlled,Incongruent,75,0.8,0.8,0.5547,0.5547,4,"[128, 16, 16, 64]",elu,nadam
189,size_equate_1_130,size,7,AD-controlled,AD-controlled,Incongruent,75,0.55,0.55,0.6919,0.6919,4,"[16, 64, 16, 16]",relu,adam
190,size_equate_1_131,size,7,AD-controlled,AD-controlled,Incongruent,75,0.7,0.7,0.65,0.65,4,"[64, 16, 16, 128]",relu,adam
191,size_equate_1_132,size,7,AD-controlled,AD-controlled,Incongruent,75,0.8,0.8,0.6184,0.6184,4,"[64, 16, 64, 64]",elu,nadam
192,size_equate_1_133,size,7,AD-controlled,AD-controlled,Incongruent,75,0.65,0.65,0.6734,0.6734,4,"[32, 64, 16, 16]",relu,adam
193,size_equate_1_134,size,7,AD-controlled,AD-controlled,Incongruent,75,0.6,0.6,0.6551,0.6551,4,"[128, 32, 16, 16]",elu,adam
194,size_equate_1_135,size,7,AD-controlled,AD-controlled,Incongruent,75,0.75,0.75,0.6609,0.6609,4,"[64, 32, 64, 32]",elu,adam
195,size_equate_1_136,size,7,AD-controlled,AD-controlled,Incongruent,75,0.6,0.6,0.8553,0.8553,5,"[64, 64, 64, 128, 64]",elu,adam
196,size_equate_1_137,size,7,AD-controlled,AD-controlled,Incongruent,75,0.75,0.75,0.8553,0.8553,4,"[64, 16, 64, 128]",elu,adagrad
197,size_equate_1_138,size,7,AD-controlled,AD-controlled,Incongruent,75,0.75,0.75,0.7464,0.7464,4,"[128, 64, 16, 128]",elu,adam
198,size_equate_1_139,size,7,AD-controlled,AD-controlled,Incongruent,75,0.7,0.7,0.6529,0.6529,5,"[64, 16, 16, 64, 32]",elu,adam
199,size_equate_1_140,size,7,AD-controlled,AD-controlled,Incongruent,75,0.65,0.65,0.6902,0.6902,4,"[64, 64, 64, 32]",elu,adam
200,size_equate_1_121,size,7,AD-controlled,AD-controlled,Congruent,86,1.0,1.0,0.2858,0.2858,4,"[128, 16, 16, 128]",elu,adam
201,size_equate_1_122,size,7,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.6001,0.6001,4,"[16, 16, 64, 32]",relu,adagrad
202,size_equate_1_123,size,7,AD-controlled,AD-controlled,Congruent,86,0.8,0.8,0.4829,0.4829,4,"[16, 16, 64, 128]",relu,adam
203,size_equate_1_124,size,7,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.6035,0.6035,4,"[64, 16, 128, 16]",elu,adam
204,size_equate_1_125,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.5431,0.5431,4,"[32, 16, 16, 32]",elu,nadam
205,size_equate_1_126,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.2389,0.2389,4,"[64, 16, 64, 64]",elu,adam
206,size_equate_1_127,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.5617,0.5617,4,"[64, 16, 64, 16]",elu,adam
207,size_equate_1_128,size,7,AD-controlled,AD-controlled,Congruent,86,0.35,0.35,,,4,"[64, 16, 64, 32]",elu,sgd
208,size_equate_1_129,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.2467,0.2467,4,"[128, 16, 16, 64]",elu,nadam
209,size_equate_1_130,size,7,AD-controlled,AD-controlled,Congruent,86,1.0,1.0,0.6503,0.6503,4,"[16, 64, 16, 16]",relu,adam
210,size_equate_1_131,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.4836,0.4836,4,"[64, 16, 16, 128]",relu,adam
211,size_equate_1_132,size,7,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.3445,0.3445,4,"[64, 16, 64, 64]",elu,nadam
212,size_equate_1_133,size,7,AD-controlled,AD-controlled,Congruent,86,0.6,0.6,0.6687,0.6687,4,"[32, 64, 16, 16]",relu,adam
213,size_equate_1_134,size,7,AD-controlled,AD-controlled,Congruent,86,0.8,0.8,0.5817,0.5817,4,"[128, 32, 16, 16]",elu,adam
214,size_equate_1_135,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.4982,0.4982,4,"[64, 32, 64, 32]",elu,adam
215,size_equate_1_136,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.3106,0.3106,5,"[64, 64, 64, 128, 64]",elu,adam
216,size_equate_1_137,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.5016,0.5016,4,"[64, 16, 64, 128]",elu,adagrad
217,size_equate_1_138,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.2377,0.2377,4,"[128, 64, 16, 128]",elu,adam
218,size_equate_1_139,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.4199,0.4199,5,"[64, 16, 16, 64, 32]",elu,adam
219,size_equate_1_140,size,7,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.4324,0.4324,4,"[64, 64, 64, 32]",elu,adam
220,size_equate_1_121,size,7,AD-controlled,AD-controlled,Incongruent,86,0.65,0.65,0.6344,0.6344,4,"[128, 16, 16, 128]",elu,adam
221,size_equate_1_122,size,7,AD-controlled,AD-controlled,Incongruent,86,0.5,0.5,0.6948,0.6948,4,"[16, 16, 64, 32]",relu,adagrad
222,size_equate_1_123,size,7,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,0.7397,0.7397,4,"[16, 16, 64, 128]",relu,adam
223,size_equate_1_124,size,7,AD-controlled,AD-controlled,Incongruent,86,0.55,0.55,0.6747,0.6747,4,"[64, 16, 128, 16]",elu,adam
224,size_equate_1_125,size,7,AD-controlled,AD-controlled,Incongruent,86,0.6,0.6,0.6694,0.6694,4,"[32, 16, 16, 32]",elu,nadam
225,size_equate_1_126,size,7,AD-controlled,AD-controlled,Incongruent,86,0.65,0.65,0.6247,0.6247,4,"[64, 16, 64, 64]",elu,adam
226,size_equate_1_127,size,7,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,0.674,0.674,4,"[64, 16, 64, 16]",elu,adam
227,size_equate_1_128,size,7,AD-controlled,AD-controlled,Incongruent,86,0.65,0.65,,,4,"[64, 16, 64, 32]",elu,sgd
228,size_equate_1_129,size,7,AD-controlled,AD-controlled,Incongruent,86,0.65,0.65,0.625,0.625,4,"[128, 16, 16, 64]",elu,nadam
229,size_equate_1_130,size,7,AD-controlled,AD-controlled,Incongruent,86,0.45,0.45,0.6911,0.6911,4,"[16, 64, 16, 16]",relu,adam
230,size_equate_1_131,size,7,AD-controlled,AD-controlled,Incongruent,86,0.7,0.7,0.6285,0.6285,4,"[64, 16, 16, 128]",relu,adam
231,size_equate_1_132,size,7,AD-controlled,AD-controlled,Incongruent,86,0.7,0.7,0.6694,0.6694,4,"[64, 16, 64, 64]",elu,nadam
232,size_equate_1_133,size,7,AD-controlled,AD-controlled,Incongruent,86,0.7,0.7,0.6775,0.6775,4,"[32, 64, 16, 16]",relu,adam
233,size_equate_1_134,size,7,AD-controlled,AD-controlled,Incongruent,86,0.65,0.65,0.6655,0.6655,4,"[128, 32, 16, 16]",elu,adam
234,size_equate_1_135,size,7,AD-controlled,AD-controlled,Incongruent,86,0.7,0.7,0.6466,0.6466,4,"[64, 32, 64, 32]",elu,adam
235,size_equate_1_136,size,7,AD-controlled,AD-controlled,Incongruent,86,0.6,0.6,0.8862,0.8862,5,"[64, 64, 64, 128, 64]",elu,adam
236,size_equate_1_137,size,7,AD-controlled,AD-controlled,Incongruent,86,0.6,0.6,0.8103,0.8103,4,"[64, 16, 64, 128]",elu,adagrad
237,size_equate_1_138,size,7,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,0.7214,0.7214,4,"[128, 64, 16, 128]",elu,adam
238,size_equate_1_139,size,7,AD-controlled,AD-controlled,Incongruent,86,0.65,0.65,0.6865,0.6865,5,"[64, 16, 16, 64, 32]",elu,adam
239,size_equate_1_140,size,7,AD-controlled,AD-controlled,Incongruent,86,0.6,0.6,0.6805,0.6805,4,"[64, 64, 64, 32]",elu,adam
0,size_equate_1_121,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.2681,0.2681,4,"[128, 16, 16, 128]",elu,adam
1,size_equate_1_122,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.5771,0.5771,4,"[16, 16, 64, 32]",relu,adagrad
2,size_equate_1_123,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.1419,0.1419,4,"[16, 16, 64, 128]",relu,adam
3,size_equate_1_124,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.5851,0.5851,4,"[64, 16, 128, 16]",elu,adam
4,size_equate_1_125,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.4869,0.4869,4,"[32, 16, 16, 32]",elu,nadam
5,size_equate_1_126,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.1451,0.1451,4,"[64, 16, 64, 64]",elu,adam
6,size_equate_1_127,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.4772,0.4772,4,"[64, 16, 64, 16]",elu,adam
7,size_equate_1_128,size,7,AD-controlled,TS-controlled,Congruent,50,0.65,0.65,,,4,"[64, 16, 64, 32]",elu,sgd
8,size_equate_1_129,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.2001,0.2001,4,"[128, 16, 16, 64]",elu,nadam
9,size_equate_1_130,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.6315,0.6315,4,"[16, 64, 16, 16]",relu,adam
10,size_equate_1_131,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.3404,0.3404,4,"[64, 16, 16, 128]",relu,adam
11,size_equate_1_132,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.2116,0.2116,4,"[64, 16, 64, 64]",elu,nadam
12,size_equate_1_133,size,7,AD-controlled,TS-controlled,Congruent,50,0.9,0.9,0.627,0.627,4,"[32, 64, 16, 16]",relu,adam
13,size_equate_1_134,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.5393,0.5393,4,"[128, 32, 16, 16]",elu,adam
14,size_equate_1_135,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.3887,0.3887,4,"[64, 32, 64, 32]",elu,adam
15,size_equate_1_136,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.137,0.137,5,"[64, 64, 64, 128, 64]",elu,adam
16,size_equate_1_137,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.3207,0.3207,4,"[64, 16, 64, 128]",elu,adagrad
17,size_equate_1_138,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.1849,0.1849,4,"[128, 64, 16, 128]",elu,adam
18,size_equate_1_139,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.3069,0.3069,5,"[64, 16, 16, 64, 32]",elu,adam
19,size_equate_1_140,size,7,AD-controlled,TS-controlled,Congruent,50,1.0,1.0,0.334,0.334,4,"[64, 64, 64, 32]",elu,adam
20,size_equate_1_121,size,7,AD-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.4298,0.4298,4,"[128, 16, 16, 128]",elu,adam
21,size_equate_1_122,size,7,AD-controlled,TS-controlled,Incongruent,50,0.65,0.65,0.6674,0.6674,4,"[16, 16, 64, 32]",relu,adagrad
22,size_equate_1_123,size,7,AD-controlled,TS-controlled,Incongruent,50,0.65,0.65,0.6343,0.6343,4,"[16, 16, 64, 128]",relu,adam
23,size_equate_1_124,size,7,AD-controlled,TS-controlled,Incongruent,50,0.7,0.7,0.6745,0.6745,4,"[64, 16, 128, 16]",elu,adam
24,size_equate_1_125,size,7,AD-controlled,TS-controlled,Incongruent,50,0.75,0.75,0.6323,0.6323,4,"[32, 16, 16, 32]",elu,nadam
25,size_equate_1_126,size,7,AD-controlled,TS-controlled,Incongruent,50,0.95,0.95,0.4396,0.4396,4,"[64, 16, 64, 64]",elu,adam
26,size_equate_1_127,size,7,AD-controlled,TS-controlled,Incongruent,50,0.8,0.8,0.6169,0.6169,4,"[64, 16, 64, 16]",elu,adam
27,size_equate_1_128,size,7,AD-controlled,TS-controlled,Incongruent,50,0.35,0.35,,,4,"[64, 16, 64, 32]",elu,sgd
28,size_equate_1_129,size,7,AD-controlled,TS-controlled,Incongruent,50,0.85,0.85,0.4101,0.4101,4,"[128, 16, 16, 64]",elu,nadam
29,size_equate_1_130,size,7,AD-controlled,TS-controlled,Incongruent,50,0.75,0.75,0.6717,0.6717,4,"[16, 64, 16, 16]",relu,adam
30,size_equate_1_131,size,7,AD-controlled,TS-controlled,Incongruent,50,0.85,0.85,0.5864,0.5864,4,"[64, 16, 16, 128]",relu,adam
31,size_equate_1_132,size,7,AD-controlled,TS-controlled,Incongruent,50,0.8,0.8,0.5194,0.5194,4,"[64, 16, 64, 64]",elu,nadam
32,size_equate_1_133,size,7,AD-controlled,TS-controlled,Incongruent,50,0.5,0.5,0.6926,0.6926,4,"[32, 64, 16, 16]",relu,adam
33,size_equate_1_134,size,7,AD-controlled,TS-controlled,Incongruent,50,0.65,0.65,0.6373,0.6373,4,"[128, 32, 16, 16]",elu,adam
34,size_equate_1_135,size,7,AD-controlled,TS-controlled,Incongruent,50,0.7,0.7,0.6342,0.6342,4,"[64, 32, 64, 32]",elu,adam
35,size_equate_1_136,size,7,AD-controlled,TS-controlled,Incongruent,50,0.55,0.55,0.7836,0.7836,5,"[64, 64, 64, 128, 64]",elu,adam
36,size_equate_1_137,size,7,AD-controlled,TS-controlled,Incongruent,50,0.8,0.8,0.74,0.74,4,"[64, 16, 64, 128]",elu,adagrad
37,size_equate_1_138,size,7,AD-controlled,TS-controlled,Incongruent,50,0.85,0.85,0.4917,0.4917,4,"[128, 64, 16, 128]",elu,adam
38,size_equate_1_139,size,7,AD-controlled,TS-controlled,Incongruent,50,0.6,0.6,0.622,0.622,5,"[64, 16, 16, 64, 32]",elu,adam
39,size_equate_1_140,size,7,AD-controlled,TS-controlled,Incongruent,50,0.85,0.85,0.6046,0.6046,4,"[64, 64, 64, 32]",elu,adam
40,size_equate_1_121,size,7,AD-controlled,TS-controlled,Congruent,56,0.8,0.8,0.3736,0.3736,4,"[128, 16, 16, 128]",elu,adam
41,size_equate_1_122,size,7,AD-controlled,TS-controlled,Congruent,56,0.95,0.95,0.5738,0.5738,4,"[16, 16, 64, 32]",relu,adagrad
42,size_equate_1_123,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.3279,0.3279,4,"[16, 16, 64, 128]",relu,adam
43,size_equate_1_124,size,7,AD-controlled,TS-controlled,Congruent,56,0.9,0.9,0.5983,0.5983,4,"[64, 16, 128, 16]",elu,adam
44,size_equate_1_125,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.5447,0.5447,4,"[32, 16, 16, 32]",elu,nadam
45,size_equate_1_126,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.239,0.239,4,"[64, 16, 64, 64]",elu,adam
46,size_equate_1_127,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.5385,0.5385,4,"[64, 16, 64, 16]",elu,adam
47,size_equate_1_128,size,7,AD-controlled,TS-controlled,Congruent,56,0.35,0.35,,,4,"[64, 16, 64, 32]",elu,sgd
48,size_equate_1_129,size,7,AD-controlled,TS-controlled,Congruent,56,0.9,0.9,0.3258,0.3258,4,"[128, 16, 16, 64]",elu,nadam
49,size_equate_1_130,size,7,AD-controlled,TS-controlled,Congruent,56,0.95,0.95,0.6342,0.6342,4,"[16, 64, 16, 16]",relu,adam
50,size_equate_1_131,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.411,0.411,4,"[64, 16, 16, 128]",relu,adam
51,size_equate_1_132,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.3493,0.3493,4,"[64, 16, 64, 64]",elu,nadam
52,size_equate_1_133,size,7,AD-controlled,TS-controlled,Congruent,56,0.75,0.75,0.6655,0.6655,4,"[32, 64, 16, 16]",relu,adam
53,size_equate_1_134,size,7,AD-controlled,TS-controlled,Congruent,56,0.9,0.9,0.6005,0.6005,4,"[128, 32, 16, 16]",elu,adam
54,size_equate_1_135,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4778,0.4778,4,"[64, 32, 64, 32]",elu,adam
55,size_equate_1_136,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.2883,0.2883,5,"[64, 64, 64, 128, 64]",elu,adam
56,size_equate_1_137,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4483,0.4483,4,"[64, 16, 64, 128]",elu,adagrad
57,size_equate_1_138,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.3575,0.3575,4,"[128, 64, 16, 128]",elu,adam
58,size_equate_1_139,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.4395,0.4395,5,"[64, 16, 16, 64, 32]",elu,adam
59,size_equate_1_140,size,7,AD-controlled,TS-controlled,Congruent,56,1.0,1.0,0.3921,0.3921,4,"[64, 64, 64, 32]",elu,adam
60,size_equate_1_121,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.302,0.302,4,"[128, 16, 16, 128]",elu,adam
61,size_equate_1_122,size,7,AD-controlled,TS-controlled,Incongruent,56,0.75,0.75,0.641,0.641,4,"[16, 16, 64, 32]",relu,adagrad
62,size_equate_1_123,size,7,AD-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.3291,0.3291,4,"[16, 16, 64, 128]",relu,adam
63,size_equate_1_124,size,7,AD-controlled,TS-controlled,Incongruent,56,0.9,0.9,0.6207,0.6207,4,"[64, 16, 128, 16]",elu,adam
64,size_equate_1_125,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.5445,0.5445,4,"[32, 16, 16, 32]",elu,nadam
65,size_equate_1_126,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.2468,0.2468,4,"[64, 16, 64, 64]",elu,adam
66,size_equate_1_127,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.5593,0.5593,4,"[64, 16, 64, 16]",elu,adam
67,size_equate_1_128,size,7,AD-controlled,TS-controlled,Incongruent,56,0.65,0.65,,,4,"[64, 16, 64, 32]",elu,sgd
68,size_equate_1_129,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.2484,0.2484,4,"[128, 16, 16, 64]",elu,nadam
69,size_equate_1_130,size,7,AD-controlled,TS-controlled,Incongruent,56,0.85,0.85,0.661,0.661,4,"[16, 64, 16, 16]",relu,adam
70,size_equate_1_131,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.4558,0.4558,4,"[64, 16, 16, 128]",relu,adam
71,size_equate_1_132,size,7,AD-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.3024,0.3024,4,"[64, 16, 64, 64]",elu,nadam
72,size_equate_1_133,size,7,AD-controlled,TS-controlled,Incongruent,56,0.8,0.8,0.6597,0.6597,4,"[32, 64, 16, 16]",relu,adam
73,size_equate_1_134,size,7,AD-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.5518,0.5518,4,"[128, 32, 16, 16]",elu,adam
74,size_equate_1_135,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.4757,0.4757,4,"[64, 32, 64, 32]",elu,adam
75,size_equate_1_136,size,7,AD-controlled,TS-controlled,Incongruent,56,0.8,0.8,0.4552,0.4552,5,"[64, 64, 64, 128, 64]",elu,adam
76,size_equate_1_137,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.5542,0.5542,4,"[64, 16, 64, 128]",elu,adagrad
77,size_equate_1_138,size,7,AD-controlled,TS-controlled,Incongruent,56,1.0,1.0,0.2408,0.2408,4,"[128, 64, 16, 128]",elu,adam
78,size_equate_1_139,size,7,AD-controlled,TS-controlled,Incongruent,56,0.8,0.8,0.467,0.467,5,"[64, 16, 16, 64, 32]",elu,adam
79,size_equate_1_140,size,7,AD-controlled,TS-controlled,Incongruent,56,0.95,0.95,0.4923,0.4923,4,"[64, 64, 64, 32]",elu,adam
80,size_equate_1_121,size,7,AD-controlled,TS-controlled,Congruent,63,0.85,0.85,0.4348,0.4348,4,"[128, 16, 16, 128]",elu,adam
81,size_equate_1_122,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.5914,0.5914,4,"[16, 16, 64, 32]",relu,adagrad
82,size_equate_1_123,size,7,AD-controlled,TS-controlled,Congruent,63,1.0,1.0,0.3906,0.3906,4,"[16, 16, 64, 128]",relu,adam
83,size_equate_1_124,size,7,AD-controlled,TS-controlled,Congruent,63,0.9,0.9,0.6205,0.6205,4,"[64, 16, 128, 16]",elu,adam
84,size_equate_1_125,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.5639,0.5639,4,"[32, 16, 16, 32]",elu,nadam
85,size_equate_1_126,size,7,AD-controlled,TS-controlled,Congruent,63,1.0,1.0,0.2714,0.2714,4,"[64, 16, 64, 64]",elu,adam
86,size_equate_1_127,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.5444,0.5444,4,"[64, 16, 64, 16]",elu,adam
87,size_equate_1_128,size,7,AD-controlled,TS-controlled,Congruent,63,0.35,0.35,,,4,"[64, 16, 64, 32]",elu,sgd
88,size_equate_1_129,size,7,AD-controlled,TS-controlled,Congruent,63,1.0,1.0,0.339,0.339,4,"[128, 16, 16, 64]",elu,nadam
89,size_equate_1_130,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.6464,0.6464,4,"[16, 64, 16, 16]",relu,adam
90,size_equate_1_131,size,7,AD-controlled,TS-controlled,Congruent,63,1.0,1.0,0.4647,0.4647,4,"[64, 16, 16, 128]",relu,adam
91,size_equate_1_132,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.4071,0.4071,4,"[64, 16, 64, 64]",elu,nadam
92,size_equate_1_133,size,7,AD-controlled,TS-controlled,Congruent,63,0.7,0.7,0.671,0.671,4,"[32, 64, 16, 16]",relu,adam
93,size_equate_1_134,size,7,AD-controlled,TS-controlled,Congruent,63,0.9,0.9,0.5979,0.5979,4,"[128, 32, 16, 16]",elu,adam
94,size_equate_1_135,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.5185,0.5185,4,"[64, 32, 64, 32]",elu,adam
95,size_equate_1_136,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.3301,0.3301,5,"[64, 64, 64, 128, 64]",elu,adam
96,size_equate_1_137,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.531,0.531,4,"[64, 16, 64, 128]",elu,adagrad
97,size_equate_1_138,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.3708,0.3708,4,"[128, 64, 16, 128]",elu,adam
98,size_equate_1_139,size,7,AD-controlled,TS-controlled,Congruent,63,0.95,0.95,0.4352,0.4352,5,"[64, 16, 16, 64, 32]",elu,adam
99,size_equate_1_140,size,7,AD-controlled,TS-controlled,Congruent,63,1.0,1.0,0.4481,0.4481,4,"[64, 64, 64, 32]",elu,adam
100,size_equate_1_121,size,7,AD-controlled,TS-controlled,Incongruent,63,0.65,0.65,0.5281,0.5281,4,"[128, 16, 16, 128]",elu,adam
101,size_equate_1_122,size,7,AD-controlled,TS-controlled,Incongruent,63,0.6,0.6,0.6765,0.6765,4,"[16, 16, 64, 32]",relu,adagrad
102,size_equate_1_123,size,7,AD-controlled,TS-controlled,Incongruent,63,0.85,0.85,0.4901,0.4901,4,"[16, 16, 64, 128]",relu,adam
103,size_equate_1_124,size,7,AD-controlled,TS-controlled,Incongruent,63,0.75,0.75,0.6476,0.6476,4,"[64, 16, 128, 16]",elu,adam
104,size_equate_1_125,size,7,AD-controlled,TS-controlled,Incongruent,63,0.75,0.75,0.6132,0.6132,4,"[32, 16, 16, 32]",elu,nadam
105,size_equate_1_126,size,7,AD-controlled,TS-controlled,Incongruent,63,0.8,0.8,0.429,0.429,4,"[64, 16, 64, 64]",elu,adam
106,size_equate_1_127,size,7,AD-controlled,TS-controlled,Incongruent,63,0.8,0.8,0.6077,0.6077,4,"[64, 16, 64, 16]",elu,adam
107,size_equate_1_128,size,7,AD-controlled,TS-controlled,Incongruent,63,0.65,0.65,,,4,"[64, 16, 64, 32]",elu,sgd
108,size_equate_1_129,size,7,AD-controlled,TS-controlled,Incongruent,63,0.75,0.75,0.4216,0.4216,4,"[128, 16, 16, 64]",elu,nadam
109,size_equate_1_130,size,7,AD-controlled,TS-controlled,Incongruent,63,0.75,0.75,0.6686,0.6686,4,"[16, 64, 16, 16]",relu,adam
110,size_equate_1_131,size,7,AD-controlled,TS-controlled,Incongruent,63,0.8,0.8,0.5248,0.5248,4,"[64, 16, 16, 128]",relu,adam
111,size_equate_1_132,size,7,AD-controlled,TS-controlled,Incongruent,63,0.8,0.8,0.5125,0.5125,4,"[64, 16, 64, 64]",elu,nadam
112,size_equate_1_133,size,7,AD-controlled,TS-controlled,Incongruent,63,0.65,0.65,0.6651,0.6651,4,"[32, 64, 16, 16]",relu,adam
113,size_equate_1_134,size,7,AD-controlled,TS-controlled,Incongruent,63,0.8,0.8,0.6102,0.6102,4,"[128, 32, 16, 16]",elu,adam
114,size_equate_1_135,size,7,AD-controlled,TS-controlled,Incongruent,63,0.8,0.8,0.5916,0.5916,4,"[64, 32, 64, 32]",elu,adam
115,size_equate_1_136,size,7,AD-controlled,TS-controlled,Incongruent,63,0.75,0.75,0.7016,0.7016,5,"[64, 64, 64, 128, 64]",elu,adam
116,size_equate_1_137,size,7,AD-controlled,TS-controlled,Incongruent,63,0.75,0.75,0.6768,0.6768,4,"[64, 16, 64, 128]",elu,adagrad
117,size_equate_1_138,size,7,AD-controlled,TS-controlled,Incongruent,63,0.8,0.8,0.5303,0.5303,4,"[128, 64, 16, 128]",elu,adam
118,size_equate_1_139,size,7,AD-controlled,TS-controlled,Incongruent,63,0.7,0.7,0.5707,0.5707,5,"[64, 16, 16, 64, 32]",elu,adam
119,size_equate_1_140,size,7,AD-controlled,TS-controlled,Incongruent,63,0.75,0.75,0.5756,0.5756,4,"[64, 64, 64, 32]",elu,adam
